,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Sector,Industry
0,2011-04-18,13.215078868782511,13.579448765315034,13.063998543751351,13.55278778076172,7019500,0.0,0,GT,Consumer Durables,Automotive Aftermarket
1,2011-04-19,13.59722412776558,13.926045781914382,13.552788585845475,13.668320655822756,6924500,0.0,0,GT,Consumer Durables,Automotive Aftermarket
2,2011-04-20,13.93493277532436,14.006029301930099,13.774965166692716,13.83717441558838,6204400,0.0,0,GT,Consumer Durables,Automotive Aftermarket
3,2011-04-21,13.917156853706356,14.29930128235154,13.82828662794198,14.18376922607422,5866900,0.0,0,GT,Consumer Durables,Automotive Aftermarket
4,2011-04-25,14.290412702196148,14.477042108616267,14.112671419340431,14.423718452453613,6311800,0.0,0,GT,Consumer Durables,Automotive Aftermarket
5,2011-04-26,14.59257348142865,14.876959537400651,14.1748808260668,14.272638320922852,9303800,0.0,0,GT,Consumer Durables,Automotive Aftermarket
6,2011-04-27,14.343732865944505,14.610346028126084,14.2104271323909,14.361507415771484,5978600,0.0,0,GT,Consumer Durables,Automotive Aftermarket
7,2011-04-28,14.290412868447067,14.574798924324687,14.210429078347163,14.397058486938475,8210500,0.0,0,GT,Consumer Durables,Automotive Aftermarket
8,2011-04-29,15.881202224170035,16.601054754442913,15.61458898309035,16.13003921508789,26048400,0.0,0,GT,Consumer Durables,Automotive Aftermarket
9,2011-05-02,16.218911815697037,16.236686372450063,15.623477725071186,15.774558067321776,9510700,0.0,0,GT,Consumer Durables,Automotive Aftermarket
10,2011-05-03,15.8012142412678,15.97006738470048,15.516826520333682,15.694568634033205,9999600,0.0,0,GT,Consumer Durables,Automotive Aftermarket
11,2011-05-04,15.765670052340539,15.863428414839635,15.436849243148053,15.632364273071287,9526700,0.0,0,GT,Consumer Durables,Automotive Aftermarket
12,2011-05-05,15.445730122672925,15.89008371497746,15.223553326520655,15.516826629638672,5704300,0.0,0,GT,Consumer Durables,Automotive Aftermarket
13,2011-05-06,15.739007217323087,16.032282286165596,15.525717645044308,15.605701446533205,5842400,0.0,0,GT,Consumer Durables,Automotive Aftermarket
14,2011-05-09,15.650136149369864,16.263342968029832,15.570152356488185,16.201133728027347,8174800,0.0,0,GT,Consumer Durables,Automotive Aftermarket
15,2011-05-10,16.236685077144674,16.73436076100115,16.0589429139442,16.636602401733402,9409300,0.0,0,GT,Consumer Durables,Automotive Aftermarket
16,2011-05-11,16.609944471527342,16.654379170696078,15.74789706902281,15.84565544128418,10879200,0.0,0,GT,Consumer Durables,Automotive Aftermarket
17,2011-05-12,15.747895902272392,16.21891147590936,15.552380867310346,15.987847328186035,6400000,0.0,0,GT,Consumer Durables,Automotive Aftermarket
18,2011-05-13,16.005618379163664,16.1655859614048,15.694570490925301,15.792328834533693,5219200,0.0,0,GT,Consumer Durables,Automotive Aftermarket
19,2011-05-16,15.765669049510993,16.014507731373655,15.579041309420132,15.605701446533205,4211300,0.0,0,GT,Consumer Durables,Automotive Aftermarket
20,2011-05-17,15.552380211712336,15.587929322975068,14.80586582594415,15.099139213562012,11056700,0.0,0,GT,Consumer Durables,Automotive Aftermarket
21,2011-05-18,15.285764431691776,15.534601361438623,15.196893373178847,15.499053955078125,8094700,0.0,0,GT,Consumer Durables,Automotive Aftermarket
22,2011-05-19,15.543492936217222,15.863428157329901,15.534605658400213,15.747895240783693,6655700,0.0,0,GT,Consumer Durables,Automotive Aftermarket
23,2011-05-20,15.623476014891482,15.7656690632008,15.356864473080215,15.614588737487793,4453900,0.0,0,GT,Consumer Durables,Automotive Aftermarket
24,2011-05-23,15.250221186365357,15.481285349198178,15.116915394943565,15.356866836547852,4426100,0.0,0,GT,Consumer Durables,Automotive Aftermarket
25,2011-05-24,15.454619199022133,15.685683297357825,14.850297971847956,14.876959800720215,6181900,0.0,0,GT,Consumer Durables,Automotive Aftermarket
26,2011-05-25,14.84141116062131,15.285764767884528,14.690330866348836,15.205780982971193,5454600,0.0,0,GT,Consumer Durables,Automotive Aftermarket
27,2011-05-26,15.1257985907908,15.570152238968616,15.001378416650253,15.543490409851074,5434900,0.0,0,GT,Consumer Durables,Automotive Aftermarket
28,2011-05-27,15.596817181506506,15.676800998443476,15.427963963595273,15.561269760131836,3131500,0.0,0,GT,Consumer Durables,Automotive Aftermarket
29,2011-05-31,15.792336422165539,15.810110983193375,15.552384933516045,15.756787300109865,4322300,0.0,0,GT,Consumer Durables,Automotive Aftermarket
30,2011-06-01,15.703461613652651,15.730123448915059,14.983609012317906,15.001381874084473,5294000,0.0,0,GT,Consumer Durables,Automotive Aftermarket
31,2011-06-02,15.001377301621316,15.214668528558756,14.539250830122256,14.868071556091307,7256800,0.0,0,GT,Consumer Durables,Automotive Aftermarket
32,2011-06-03,14.574800432011369,14.930283038631202,14.219317825391535,14.672558784484865,6083300,0.0,0,GT,Consumer Durables,Automotive Aftermarket
33,2011-06-06,14.66366999542165,14.761428337815001,14.237090911463651,14.272638320922852,4631700,0.0,0,GT,Consumer Durables,Automotive Aftermarket
34,2011-06-07,14.370397766070447,14.48592897452172,14.059349857828936,14.228204727172852,6158700,0.0,0,GT,Consumer Durables,Automotive Aftermarket
