,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Sector,Industry
0,2011-04-18,17.414718308896585,17.449066559897574,17.30022268301165,17.35174560546875,21486100,0.0,0,T,Public Utilities,Telecommunications Equipment
1,2011-04-19,17.35174560546875,17.42616808986732,17.27732421298139,17.35174560546875,23756500,0.0,0,T,Public Utilities,Telecommunications Equipment
2,2011-04-20,17.271602569175773,17.460519623060296,17.122758664310478,17.248703002929688,31223200,0.0,0,T,Public Utilities,Telecommunications Equipment
3,2011-04-21,17.334575995587727,17.603639358548964,17.300226644809424,17.563566207885742,25574000,0.0,0,T,Public Utilities,Telecommunications Equipment
4,2011-04-25,17.557840979911823,17.592189238120998,17.42044685516368,17.489143371582028,13254500,0.0,0,T,Public Utilities,Telecommunications Equipment
5,2011-04-26,17.56356417207695,17.741031429548592,17.55211438981134,17.7124080657959,21000400,0.0,0,T,Public Utilities,Telecommunications Equipment
6,2011-04-27,17.72386395845879,18.03300165378417,17.695240583074643,17.98720359802246,28463600,0.0,0,T,Public Utilities,Telecommunications Equipment
7,2011-04-28,17.99864935572424,18.216189798915348,17.912778156883316,17.958576202392578,24050700,0.0,0,T,Public Utilities,Telecommunications Equipment
8,2011-04-29,17.964297289524055,18.204737265112087,17.78683002646736,17.815454483032227,25540500,0.0,0,T,Public Utilities,Telecommunications Equipment
9,2011-05-02,18.090247964704105,18.158944496574023,17.832633240412694,17.866981506347656,27573300,0.0,0,T,Public Utilities,Telecommunications Equipment
10,2011-05-03,18.04444610605033,18.28488610069368,17.89560219585097,18.23908805847168,46242200,0.0,0,T,Public Utilities,Telecommunications Equipment
11,2011-05-04,18.14749553429684,18.267715009248057,18.101697483089946,18.199018478393555,26214700,0.0,0,T,Public Utilities,Telecommunications Equipment
12,2011-05-05,18.158943541796567,18.27343921144196,17.763935774534406,17.872705459594727,31477700,0.0,0,T,Public Utilities,Telecommunications Equipment
13,2011-05-06,18.067341723423844,18.1360393218464,17.821176875950663,17.895599365234375,24422300,0.0,0,T,Public Utilities,Telecommunications Equipment
14,2011-05-09,17.8612513934048,17.98719571860073,17.781104011997108,17.94712257385254,15376300,0.0,0,T,Public Utilities,Telecommunications Equipment
15,2011-05-10,18.010093384964364,18.170387048699038,17.970020242008513,18.14176368713379,17096800,0.0,0,T,Public Utilities,Telecommunications Equipment
16,2011-05-11,18.10169730718549,18.170393837372433,17.87843085429877,17.96430206298828,20229300,0.0,0,T,Public Utilities,Telecommunications Equipment
17,2011-05-12,17.992920671542407,18.199012378856064,17.935672853742915,18.11314010620117,22032800,0.0,0,T,Public Utilities,Telecommunications Equipment
18,2011-05-13,18.10169062937689,18.124589100354623,17.832626224987592,17.981470108032227,17715200,0.0,0,T,Public Utilities,Telecommunications Equipment
19,2011-05-16,17.929948939123165,17.970022086191552,17.752481677001164,17.781105041503906,32195400,0.0,0,T,Public Utilities,Telecommunications Equipment
20,2011-05-17,17.758206661813862,17.901325668904086,17.689509057969552,17.815454483032227,20981000,0.0,0,T,Public Utilities,Telecommunications Equipment
21,2011-05-18,17.838356076494673,17.88987901541199,17.700961936685697,17.861255645751953,17754900,0.0,0,T,Public Utilities,Telecommunications Equipment
22,2011-05-19,17.907053446476972,18.010098230985147,17.826906047088553,17.975749969482422,14716000,0.0,0,T,Public Utilities,Telecommunications Equipment
23,2011-05-20,17.947125389660012,18.187565387784208,17.85552930388998,17.929950714111328,16843800,0.0,0,T,Public Utilities,Telecommunications Equipment
24,2011-05-23,17.746756816914967,17.838352893778392,17.712408561069022,17.79255485534668,18110400,0.0,0,T,Public Utilities,Telecommunications Equipment
25,2011-05-24,17.792561776516866,17.91850615821764,17.763938400829534,17.838359832763672,17338800,0.0,0,T,Public Utilities,Telecommunications Equipment
26,2011-05-25,17.706686261668146,17.878428657948753,17.700961369537254,17.74675941467285,18177000,0.0,0,T,Public Utilities,Telecommunications Equipment
27,2011-05-26,17.735308030707927,17.895601720179986,17.7124095561613,17.809730529785156,20179900,0.0,0,T,Public Utilities,Telecommunications Equipment
